Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,mirabilis,Aerobe,,Nonsporulating,mixed,N/A,1877
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,penneri,Facultative anaerobe,,,mixed,N/A,1878
Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,xenopodis,,,,N/A,N/A,1879
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,alcalifaciens,Facultative anaerobe,,,mixed,carbohydrates,1880
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,rettgeri,Facultative anaerobe,,,mixed,carbohydrates,1881
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,rustigianii,Facultative anaerobe,,,mixed,carbohydrates,1882
Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,stuartii,Facultative anaerobe,,,mixed,carbohydrates,1883
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,vulneris,,,,N/A,N/A,1884
Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,haloplanktis,,,,N/A,N/A,1885
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,ruminis,Anaerobe,,,fermenter,carbohydrates,1886
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,capillosus,Anaerobe,,,fermenter,carbohydrates,1887
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Pseudoflavonifractor,intestinihominis,Anaerobic,,,N/A,carbohydrates,1888
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,goodfellowii,,,,N/A,N/A,1889
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa,Aerobe,,Singles,respirer,organic_unspecified,1890
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,alcaliphila,Aerobe,,,respirer,N/A,1891
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,entomophila,Aerobe,,Singles,respirer,organic_unspecified,1892
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens,Aerobe,,Singles,respirer,organic_unspecified,1893
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mendocina,Aerobe,,Singles,respirer,organic_unspecified,1894
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,monteilii,Aerobe,,,respirer,N/A,1895
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,nitroreducens,Aerobe,,,respirer,N/A,1896
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,oleovorans,Aerobe,,,respirer,N/A,1897
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,putida,Facultative,,Singles,mixed,organic_unspecified,1898
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,savastanoi,,,,N/A,N/A,1899
Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,lilacinum,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1900
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri,Aerobe,,Singles,respirer,organic_unspecified,1901
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,syringae,Aerobe,,Singles,respirer,organic_unspecified,1902
Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,aerophilum,Aerobe; anaerobe,,,fermenter,N/A,1903
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,taetrolens,,,,N/A,N/A,1904
Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,calidifontis,Facultative anaerobe,,Nonsporulating,mixed,organic_unspecified,1905
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,tolaasii,,,,N/A,N/A,1906
Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,Anaerobe,,Nonsporulating,respirer,N/A,1907
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,N/A,N/A,1908
Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,furiosus,Anaerobe,,Nonsporulating,respirer,N/A,1909
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,alactolyticus,Anaerobe,,,fermenter,carbohydrates,1910
Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,horikoshii,Anaerobe,,Nonsporulating,respirer,N/A,1911
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,hubeiensis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,carbohydrates,1912
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,pickettii,Aerobe,,,respirer,organic_unspecified,1913
Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,graminis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,1914
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,solanacearum,,,,N/A,N/A,1915
Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,sorghi,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,1916
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola,Facultative anaerobe,,,mixed,N/A,1917
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,emersonii,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1918
Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,striiformis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,1919
Ascomycota,Sordariomycetes,Sordariales,,Remersonia,thermophila,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,1920
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,mackenziei,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1921
Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,etli,Aerobe,,Singles,respirer,N/A,1922
Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Sistotremastrum,suecicum,Aerobe,,Sporulating (basidiospores),respirer,complex_carbs_fiber,1923
Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum,Aerobe,,Singles,respirer,N/A,1924
Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,solani,Aerobe/facultative anaerobe,,Sporulating (basidiospores)/reproduction by budding,mixed,complex_carbs_fiber,1925
Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,exigua,Anaerobe,,,mixed,carbohydrates,1926
Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,piriformis,Anaerobe,,,mixed,carbohydrates,1927
Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,Aerobic,,Sporulating,fermenter,complex_carbs_fiber,1928
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,amnii,,,,N/A,N/A,1929
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,capsulatus,,,,N/A,N/A,1930
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,sanguinegens,,,,N/A,N/A,1931
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sphaeroides,Aerobe; anaerobe,,,fermenter,N/A,1932
Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,glossinidius,Microaerophilic,,Nonsporulating,N/A,N/A,1933
Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,erythropolis,Aerobe,,Filaments,respirer,N/A,1934
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Solibaculum,intestinale,Anaerobic,,,N/A,carbohydrates,1935
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei,Anaerobe,,,fermenter,carbohydrates,1936
Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,macrospora,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1937
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora,passalidarum,Aerobe/facultative anaerobe,,Sporulating (ascospores),mixed,organic_unspecified,1938
Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,hoagii,Aerobe,,,fermenter,carbohydrates,1939
Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,,,,,N/A,N/A,1940
Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,rhodochrous,Aerobe,,,mixed,carbohydrates,1941
Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,thermophilus,Obligate aerobic,,Nonsporulating,N/A,N/A,1942
Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,palustris,Aerobe; anaerobe,,,fermenter,inorganic,1943
Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,musiva,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1944
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,rubrum,Facultative anaerobe,,Nonsporulating,mixed,inorganic,1945
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,japonicum,Aerobic,,,N/A,N/A,1946
Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Rhodothermus,marinus,Aerobic,,Singles,N/A,organic_unspecified,1947
Proteobacteria,Gammaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,paucimobilis,Anaerobe,,,fermenter,carbohydrates,1948
Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,graminis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,1949
Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Spirillospora,,,,,N/A,N/A,1950
Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,mucilaginosa,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,organic_unspecified,1951
Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,thermophila,Anaerobic,,,N/A,carbohydrates,1952
Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,taiwanensis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,1953
Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,linguale,Aerobe,,Nonsporulating,respirer,organic_unspecified,1954
Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Rhynchogastrema,tunnelae,Aerobe,,Sporulating (basidiospores)/reproduction by budding,respirer,carbohydrates,1955
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,reilianum,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,1956
Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,rickettsii,Aerobe,,Nonsporulating,respirer,N/A,1957
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,scitamineum,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,1958
Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya,yapensis,Aerobic,,,N/A,carbohydrates,1959
Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia,,,,,N/A,N/A,1960
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,hominis,Anaerobe,,,fermenter,carbohydrates,1961
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,arlettae,Facultative anaerobe,,,mixed,carbohydrates,1962
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,intestinalis,Anaerobe,,,fermenter,carbohydrates,1963
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,capitis,Facultative anaerobe,,,mixed,carbohydrates,1964
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,Anaerobe,,,fermenter,carbohydrates,1965
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,caprae,Facultative anaerobe,,,mixed,N/A,1966
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,denitrificans,Aerobe,,,respirer,N/A,1967
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,mucosa,Facultative anaerobe,,,mixed,carbohydrates,1968
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,carnosus,Facultative anaerobe,,Clusters - Singles,mixed,N/A,1969
Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,aeria,Aerobe,,,mixed,carbohydrates,1970
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,cohnii,Facultative anaerobe,,,mixed,carbohydrates,1971
Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,lutea,Aerobe,,,mixed,N/A,1972
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,equorum,Facultative anaerobe,,,mixed,carbohydrates,1973
Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,cellobioparum,,,,N/A,N/A,1974
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus,Facultative anaerobe,,Clusters - Singles - Pairs,mixed,N/A,1975
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,clariflavum,,,,N/A,N/A,1976
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,leptum,Anaerobe,,,fermenter,carbohydrates,1977
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,methylpentosum,Anaerobe,,,fermenter,N/A,1978
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,siraeum,Anaerobe,,,fermenter,carbohydrates,1979
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,sporosphaeroides,Facultative anaerobe,,,mixed,carbohydrates,1980
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,viride,Anaerobe,,,fermenter,carbohydrates,1981
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,hominis,Facultative anaerobe,,,mixed,carbohydrates,1982
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcoides,bili,Anaerobic,,Spotulating,N/A,carbohydrates,1983
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,intermedius,Facultative anaerobe,,,mixed,carbohydrates,1984
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcoides,intestinale,Anaerobic,,,N/A,carbohydrates,1985
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,lugdunensis,Aerobe; anaerobe,,Chains - Clusters - Pairs - Singles,fermenter,N/A,1986
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcoides,intestinihominis,Anaerobic,,,N/A,carbohydrates,1987
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pasteuri,Facultative anaerobe,,,mixed,carbohydrates,1988
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bicirculans,Anaerobe,,,fermenter,carbohydrates,1989
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pettenkoferi,Facultative anaerobe,,,mixed,carbohydrates,1990
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,champanellensis,Anaerobe,,,fermenter,carbohydrates,1991
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pseudintermedius,,,,N/A,N/A,1992
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gauvreauii,Anaerobe,,,fermenter,carbohydrates,1993
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,saprophyticus,Aerobe,,Clusters - Singles,respirer,N/A,1994
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,lactaris,Anaerobe,,,fermenter,carbohydrates,1995
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,sciuri,Facultative anaerobe,,,mixed,carbohydrates,1996
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,sp. 5_1_39bfaa,Obligate anaerobe,,,fermenter,carbohydrates,1997
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,simulans,Facultative anaerobe,,,mixed,carbohydrates,1998
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,sp. sr1/5,Obligate anaerobe,,,fermenter,carbohydrates,1999
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,vitulinus,Facultative anaerobe,,,mixed,carbohydrates,2000
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,intestinale,Anaerobic,,,N/A,carbohydrates,2001
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,warneri,Facultative anaerobe,,,mixed,carbohydrates,2002
Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,solfataricus,,,,N/A,N/A,2003
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,xylosus,Facultative anaerobe,,,mixed,carbohydrates,2004
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,cerevisiae,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,organic_unspecified,2005
Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,novella,,,,respirer,inorganic,2006
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,kudriavzevii,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,2007
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,rhizophila,Anaerobe,,,fermenter,carbohydrates,2008
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,pastorianus,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,2009
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,hirsutum,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2010
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,uvarum,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,2011
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Stoquefichus,stoquefichus massiliensis,,,,N/A,N/A,2012
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,fibuligera,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,2013
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,,,,N/A,N/A,2014
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,syringae,,,,N/A,N/A,2015
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus,tenebrarius,,,,N/A,N/A,2016
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,,,N/A,N/A,2017
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2018
Ascomycota,,,,Saitoella,complicata,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,complex_carbs_fiber,2019
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,australis,Facultative anaerobe,,,mixed,carbohydrates,2020
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Sakamotonia,hominis,Anaerobic,,,N/A,carbohydrates,2021
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus,Facultative anaerobe,,,mixed,carbohydrates,2022
Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,arenicola,,,,N/A,N/A,2023
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,cristatus,Facultative anaerobe,,,mixed,carbohydrates,2024
Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,selenitireducens,Facultative,,Nonsporulating,mixed,N/A,2025
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,downei,,,,N/A,N/A,2026
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,inopinata,Anaerobe,,,fermenter,carbohydrates,2027
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dysgalactiae,Facultative anaerobe,,,mixed,carbohydrates,2028
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae,,,,N/A,N/A,2029
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,equinus,Facultative anaerobe,,Pairs - Chains,mixed,carbohydrates,2030
Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,apiospermum,Aerobe/facultative anaerobe,,Sporulating,mixed,complex_carbs_fiber,2031
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallolyticus,Anaerobic,,Chains - Pairs,mixed,carbohydrates,2032
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,cardiffensis,,,,N/A,N/A,2033
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gordonii,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2034
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,georgiae,,,,N/A,N/A,2035
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantarius,Facultative anaerobe,,,mixed,carbohydrates,2036
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,odontolytica,,,,N/A,N/A,2037
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,Facultative anaerobe,,,mixed,carbohydrates,2038
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,turicensis,,,,N/A,N/A,2039
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,lutetiensis,Facultative anaerobe,,,mixed,carbohydrates,2040
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,arabinosiphila,,,,N/A,N/A,2041
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,Facultative anaerobe,,Nonsporulating,mixed,carbohydrates,2042
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,stipitis,Aerobe/facultative anaerobe,,Sporulating,mixed,organic_unspecified,2043
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,Facultative anaerobe,,Chains - Pairs,mixed,carbohydrates,2044
Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,curassoni,,,,N/A,N/A,2045
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis,Facultative anaerobe,,Pairs - Chains,mixed,N/A,2046
Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,commune,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2047
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,Facultative anaerobe,,Nonsporulating,mixed,carbohydrates,2048
Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,cryophilus,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,complex_carbs_fiber,2049
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parauberis,Facultative anaerobe,,,mixed,N/A,2050
Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,octosporus,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,organic_unspecified,2051
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,peroris,Facultative anaerobe,,,mixed,carbohydrates,2052
Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,pombe,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,organic_unspecified,2053
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Streptococcus,pleomorphus,Obligate anaerobe,,,fermenter,carbohydrates,2054
Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Schlesneria,paludicola,Facultative anaerobe,,,mixed,carbohydrates,2055
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2056
Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,sclerotiorum,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,2057
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pseudopneumoniae,Facultative anaerobe,,,mixed,N/A,2058
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,artemidis,,,,N/A,N/A,2059
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pseudoporcinus,,,,N/A,N/A,2060
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,flueggei,,,,N/A,N/A,2061
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pyogenes,Facultative anaerobe,,Chains - Pairs,mixed,N/A,2062
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,noxia,,,,N/A,N/A,2063
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Facultative anaerobe,,Nonsporulating,mixed,carbohydrates,2064
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sputigena,,,,N/A,N/A,2065
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,indica,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,2066
