Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Humi,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,,obligate aerobe,alkaliphile,Unknown
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swaminathania,,Unknown,acidophile,Unknown
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,,anaerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Hydrophila,facultative anaerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oncorhynchi,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,,facultative anaerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Kitaharae,aerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Bacillota,Tissierellia,Tissierellales,Tissierellaceae,Dethiosulfatibacter,,anaerobe,alkaliphile,0
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Muciniphila,anaerobe,Unknown,Unknown
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Cibaria,anaerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Aquamonas,Haywardensis,Unknown,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Coli,facultative anaerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Oleae,facultative anaerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Samsonia,Erythrinae,facultative anaerobe,Unknown,Unknown
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Intermedia,anaerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Xiamenensis,aerobe,alkaliphile,0
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Acidifaciens,anaerobe,alkaliphile,0
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Petrobacter,Succinatimandens,Unknown,Unknown,Unknown
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,,aerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Paramesenteroides,anaerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Aerolata,aerobe,alkaliphile,0
Streptophyta,Magnoliopsida,Ericales,Theaceae,Gordonia,,aerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfitobacter,,anaerobe,Unknown,1
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Rosenbergii,facultative anaerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Viridiflava,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia,,anaerobe,Unknown,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Saccharogumia,anaerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Lanatus,Unknown,Unknown,Unknown
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Pilimelia,,Unknown,Unknown,1
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Halotolerans,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Plantarum,anaerobe,acidophile,0
Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,,anaerobe,alkaliphile,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Profftia,Virida,Unknown,Unknown,Unknown
Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Dethiosulfovibrio,Peptidovorans,anaerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Ecksteinia,Adelgidicola,Unknown,Unknown,Unknown
Bacillota,Bacilli,Bacillales,Planococcaceae,Solibacillus,,aerobe,alkaliphile,1
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,,aerobe,Unknown,Unknown
Pseudomonadota,Betaproteobacteria,Neisseriales,Leeiaceae,Leeia,Oryzae,aerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Streptophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,Papaya,Unknown,Unknown,Unknown
Streptophyta,Pinopsida,Araucariales,Podocarpaceae,Nageia,Nagi,Unknown,Unknown,Unknown
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Firmus,aerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Dehalobacter,,anaerobe,Unknown,Unknown
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Horti,aerobe,alkaliphile,1
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,,aerobe,acidophile,0
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Nitroguajacolicus,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Confusa,anaerobe,alkaliphile,0
Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Hyorhinis,aerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,Caesariensis,aerobe,Unknown,Unknown
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Thermautotrophicus,anaerobe,alkaliphile,Unknown
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,aerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,,Unknown,Unknown,Unknown
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Subflava,microaerophile,alkaliphile,0
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Acidifaciens,anaerobe,alkaliphile,0
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Muciniphila,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,,anaerobe,acidophile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,,Unknown,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,,microaerophile,alkaliphile,Unknown
Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Acidaminobacter,,anaerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorochromatii,anaerobe,Unknown,Unknown
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Thermosinus,,anaerobe,Unknown,0
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Perlucidibacaceae,Perlucidibaca,,aerobe,alkaliphile,Unknown
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Influenzae-Murium,microaerophile,Unknown,0
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Liquefaciens,aerobe,acidophile,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia,,aerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Marina,aerobe,alkaliphile,1
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Aminophilum,anaerobe,alkaliphile,1
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutaonella,Thermophilus,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Buryatense,aerobe,acidophile,0
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Aminophilus,anaerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,,Unknown,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Selenatarsenatis,aerobe,alkaliphile,1
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Flexus,aerobe,alkaliphile,1
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Odoratimimus,aerobe,alkaliphile,0
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,Rosea,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Johnsonii,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Nautella,Italica,Unknown,Unknown,Unknown
Deferribacterota,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Nitroreducens,anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Alni,facultative anaerobe,alkaliphile,Unknown
Acidobacteriota,Terriglobia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,,Unknown,Unknown,Unknown
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Aurantiacus,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,,aerobe,Unknown,Unknown
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoflavimicrobium,Dichotomicum,aerobe,alkaliphile,1
Thermodesulfobacteriota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca,,anaerobe,Unknown,Unknown
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Muciniphila,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Geosporobacter,,anaerobe,Unknown,1
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,,anaerobe,acidophile,1
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Bacillota,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,anaerobe,Unknown,Unknown
Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,,Unknown,Unknown,Unknown
Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorochromatii,anaerobe,Unknown,Unknown
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Proteiniborus,Ethanoligenes,anaerobe,alkaliphile,0
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Ruminicola,anaerobe,alkaliphile,0
Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Marcusii,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax,,aerobe,alkaliphile,Unknown
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,,anaerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseisalinus,Antarcticus,microaerophile,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Alkaliphilus,anaerobe,alkaliphile,1
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Coagulans,aerobe,alkaliphile,1
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Vaginalis,anaerobe,acidophile,0
Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,aerobe,alkaliphile,0
Bacillota,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Scapharcae,aerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Coleohominis,anaerobe,acidophile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Arthropoda,Insecta,Coleoptera,Curculionidae,Syntrophus,,anaerobe,Unknown,Unknown
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,,aerobe,alkaliphile,1
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,,anaerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Fluminis,anaerobe,Unknown,Unknown
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aurantimonas,,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Caldanaerocella,,Unknown,Unknown,Unknown
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,,aerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,,obligate aerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Adolescentis,anaerobe,acidophile,0
Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Leadbetterella,,aerobe,Unknown,Unknown
Cyanobacteriota,Cyanophyceae,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Violaceus,Unknown,Unknown,Unknown
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,,anaerobe,alkaliphile,Unknown
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Bryantii,anaerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,,aerobe,alkaliphile,Unknown
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Muciniphila,anaerobe,Unknown,Unknown
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,,anaerobe,Unknown,Unknown
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus Glomeribacter,,Unknown,Unknown,Unknown
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,,facultative anaerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,,aerobe,acidophile,0
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,anaerobe,alkaliphile,Unknown
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Bispora,Unknown,Unknown,Unknown
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Botulinum,anaerobe,alkaliphile,1
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,aerobe,alkaliphile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Venationis,anaerobe,alkaliphile,1
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,aerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Sobrinus,facultative anaerobe,alkaliphile,0
Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,,aerobe,Unknown,0
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,,anaerobe,Unknown,Unknown
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,aerobe,alkaliphile,0
Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Pylori,microaerophile,Unknown,0
Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,,anaerobe,Unknown,Unknown
Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,,anaerobe,alkaliphile,Unknown
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfonispora,Thiosulfatigenes,anaerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Budviciaceae,Pragia,Fontium,Unknown,Unknown,Unknown
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,,anaerobe,acidophile,0
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,,aerobe,acidophile,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Poinarii,facultative anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Salicis,facultative anaerobe,alkaliphile,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,Unknown,Unknown,Unknown
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Zavarzinii,aerobe,alkaliphile,Unknown
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thioalkalimicrobium,,obligate aerobe,alkaliphile,Unknown
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Tunicata,obligate aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Terrigena,Unknown,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Soli,aerobe,alkaliphile,0
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Cavernae,anaerobe,alkaliphile,0
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Plutonius,anaerobe,Unknown,Unknown
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Romanii,facultative anaerobe,Unknown,0
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Influenzae,microaerophile,Unknown,0
Actinomycetota,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,,aerobe,alkaliphile,0
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,aerobe,alkaliphile,0
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,aerobe,alkaliphile,0
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Thiomonas,Cuprina,aerobe,acidophile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Aerogenes,aerobe,alkaliphile,0
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Oceanicaulis,,aerobe,alkaliphile,Unknown
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,,aerobe,acidophile,0
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Sticklandii,anaerobe,alkaliphile,1
Arthropoda,Insecta,Phasmatodea,Bacillidae,Bacillus,Coahuilensis,aerobe,alkaliphile,1
