id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
1908	Eubacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	denitrificans	sulfurimonas	denitrificans	Sulfurimonas denitrificans	species	39766	Negative	Anaerobe	NULL	Singles	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1909	Eubacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	fluvialis	vibrio	fluvialis	Vibrio fluvialis	species	1315312	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1910	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	parvirubra	sutterella	parvirubra	Sutterella parvirubra	species	437898	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1911	Eubacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	furnissii	vibrio	furnissii	Vibrio furnissii	species	903510	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1912	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	nodorum	parastagonospora	nodorum	Parastagonospora nodorum	species	13684	Negative	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1913	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	wadsworthensis	sutterella	wadsworthensis	Sutterella wadsworthensis	species	40545	Negative	Microaerophile/ anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1914	Eubacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	mimicus	vibrio	mimicus	Vibrio mimicus	species	674	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1915	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	excrementihominis	parasutterella	excrementihominis	Parasutterella excrementihominis	species	487175	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1916	Eubacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	parahaemolyticus	vibrio	parahaemolyticus	Vibrio parahaemolyticus	species	223926	Negative	Facultative anaerobe	NULL	Singles	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1917	Eubacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	fumaroxidans	syntrophobacter	fumaroxidans	Syntrophobacter fumaroxidans	species	119484	Negative	Anaerobe	NULL	Singles - Pairs	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1918	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Parengyodontium	album	parengyodontium	album	Parengyodontium album	species	37998	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1919	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus	glycolicus	syntrophobotulus	glycolicus	Syntrophobotulus glycolicus	species	51197	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1920	Eubacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	vulnificus	vibrio	vulnificus	Vibrio vulnificus	species	672	Negative	Facultative anaerobe	NULL	Singles	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1921	Eubacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	micra	parvimonas	micra	Parvimonas micra	species	33033	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1922	Eubacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	wolfei	syntrophomonas	wolfei	Syntrophomonas wolfei	species	863	Negative	Anaerobe	NULL	Pairs - Singles	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1923	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	victoriae	vishniacozyma	victoriae	Vishniacozyma victoriae	species	1895944	NULL	Aerobe	NULL	Sporulating (basidiospores)/reproduction by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1924	NULL	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	hungatei	methanospirillum	hungatei	Methanospirillum hungatei	species	2203	NULL	Anaerobe	NULL	Chains - Singles	fermenter	inorganic	2026-06-19 10:03:03	2026-06-19 10:03:04
1925	Eubacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	bermudensis	parvularcula	bermudensis	Parvularcula bermudensis	species	208216	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1926	Eubacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	lipocalidus	syntrophothermus	lipocalidus	Syntrophothermus lipocalidus	species	86170	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1927	NULL	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox	carteri	volvox	carteri	Volvox carteri	species	3067	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1928	NULL	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	marburgensis	methanothermobacter	marburgensis	Methanothermobacter marburgensis	species	145263	NULL	Obligate anaerobe	NULL	Nonsporulating	fermenter	inorganic	2026-06-19 10:03:03	2026-06-19 10:03:04
1929	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	pentosaceus	pediococcus	pentosaceus	Pediococcus pentosaceus	species	1255	Positive	Facultative anaerobe	NULL	Tetrads	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1930	Eubacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	aciditrophicus	syntrophus	aciditrophicus	Syntrophus aciditrophicus	species	316277	Negative	Anaerobe	NULL	Nonsporulating	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1931	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	ichthyophaga	wallemia	ichthyophaga	Wallemia ichthyophaga	species	245174	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1932	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	carbinolicus	pelobacter	carbinolicus	Pelobacter carbinolicus	species	19	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1933	NULL	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	okinawensis	methanothermococcus	okinawensis	Methanothermococcus okinawensis	species	155863	NULL	Anaerobic	NULL	NULL	respirator	inorganic	2026-06-19 10:03:03	2026-06-19 10:03:04
1934	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	mellicola	wallemia	mellicola	Wallemia mellicola	species	1708541	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1935	NULL	Nematoda	Chromadorea	Rhabditida	Oxyuridae	Syphacia	muris	syphacia	muris	Syphacia muris	species	451379	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1936	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	propionicus	pelobacter	propionicus	Pelobacter propionicus	species	29543	Negative	Anaerobe	NULL	Singles	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1937	NULL	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	fervidus	methanothermus	fervidus	Methanothermus fervidus	species	2180	NULL	Anaerobe	NULL	Singles - Chains	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1938	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	sebi	wallemia	sebi	Wallemia sebi	species	148960	Positive	Aerobic	NULL	Sporulating (basidiospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1939	NULL	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia	asiatica	taenia	asiatica	Taenia asiatica	species	60517	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1940	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	thermopropionicum	pelotomaculum	thermopropionicum	Pelotomaculum thermopropionicum	species	110500	Positive	Anaerobe	NULL	Sporulating	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1941	Eubacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	infernorum	methylacidiphilum	infernorum	Methylacidiphilum infernorum	species	511746	NULL	Aerobe	NULL	NULL	respirator	inorganic	2026-06-19 10:03:03	2026-06-19 10:03:04
1942	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Waltera	hominis	waltera	hominis	Waltera hominis	species	3133179	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1943	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NULL	Taiwanofungus	camphoratus	taiwanofungus	camphoratus	Taiwanofungus camphoratus	species	2696576	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1944	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	aethiopicum	penicillium	aethiopicum	Penicillium aethiopicum	species	36650	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1945	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NULL	Methylibium	petroleiphilum	methylibium	petroleiphilum	Methylibium petroleiphilum	species	105560	Negative	Facultative aerobe	NULL	NULL	mixed	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1946	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	anomalus	wickerhamomyces	anomalus	Wickerhamomyces anomalus	species	4927	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1947	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	marneffei	talaromyces	marneffei	Talaromyces marneffei	species	37727	Negative	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1948	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	aurantiacobrunneum	penicillium	aurantiacobrunneum	Penicillium aurantiacobrunneum	species	1131577	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1949	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	ciferrii	wickerhamomyces	ciferrii	Wickerhamomyces ciferrii	species	1041607	NULL	Aerobe	NULL	Sporulating (ascospores)/reproduction by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1950	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	pinophilus	talaromyces	pinophilus	Talaromyces pinophilus	species	128442	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1951	Eubacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	flagellatus	methylobacillus	flagellatus	Methylobacillus flagellatus	species	405	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1952	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	aurantiogriseum	penicillium	aurantiogriseum	Penicillium aurantiogriseum	species	36655	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1953	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Wigglesworthia	glossinidia	wigglesworthia	glossinidia	Wigglesworthia glossinidia	species	51229	Negative	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1954	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	stipitatus	talaromyces	stipitatus	Talaromyces stipitatus	species	28564	Negative	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1955	Eubacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	tundripaludum	methylobacter	tundripaludum	Methylobacter tundripaludum	species	173365	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1956	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	brevicompactum	penicillium	brevicompactum	Penicillium brevicompactum	species	5074	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1957	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Winkia	neuii	winkia	neuii	Winkia neuii	species	33007	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1958	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	verruculosus	talaromyces	verruculosus	Talaromyces verruculosus	species	198730	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1959	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	mesophilicum	methylobacterium	mesophilicum	Methylobacterium mesophilicum	species	39956	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1960	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	camemberti	penicillium	camemberti	Penicillium camemberti	species	5075	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1961	NULL	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Wuchereria	bancrofti	wuchereria	bancrofti	Wuchereria bancrofti	species	6293	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1962	Eubacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	forsythia	tannerella	forsythia	Tannerella forsythia	species	28112	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1963	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	nodulans	methylobacterium	nodulans	Methylobacterium nodulans	species	114616	Negative	Aerobe	NULL	Pairs - Singles	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1964	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	chrysogenum	penicillium	chrysogenum	Penicillium chrysogenum	species	5076	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1965	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	autotrophicus	xanthobacter	autotrophicus	Xanthobacter autotrophicus	species	280	Negative	Aerobe	NULL	NULL	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:05
1966	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	populi	methylobacterium	populi	Methylobacterium populi	species	223967	Negative	Aerobe	NULL	Pairs - Singles	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1967	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	ptyseos	tatumella	ptyseos	Tatumella ptyseos	species	1005995	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1968	Eubacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	campestris	xanthomonas	campestris	Xanthomonas campestris	species	339	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1969	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	radiotolerans	methylobacterium	radiotolerans	Methylobacterium radiotolerans	species	31998	Negative	Aerobe	NULL	Pairs - Singles	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1970	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	feejeensis	xylaria	feejeensis	Xylaria feejeensis	species	498163	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1971	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	silvestris	methylocella	silvestris	Methylocella silvestris	species	199596	Negative	Aerobe	NULL	NULL	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1972	Eubacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	fastidiosa	xylella	fastidiosa	Xylella fastidiosa	species	2371	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1973	Eubacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	capsulatus	methylococcus	capsulatus	Methylococcus capsulatus	species	414	Negative	Aerobe	NULL	NULL	respirator	c1_compounds	2026-06-19 10:03:03	2026-06-19 10:03:04
1974	Fungi	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Xylona	heveae	xylona	heveae	Xylona heveae	species	1217826	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1975	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	extorquens	methylorubrum	extorquens	Methylorubrum extorquens	species	408	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1976	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	glycolicus	terrisporobacter	glycolicus	Terrisporobacter glycolicus	species	1121315	Positive	Obligate anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1977	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	tenuis	yamadazyma	tenuis	Yamadazyma tenuis	species	2315449	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1978	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	populi	methylorubrum	populi	Methylorubrum populi	species	223967	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1979	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	lipolytica	yarrowia	lipolytica	Yarrowia lipolytica	species	4952	NULL	Aerobe/facultative anaerobe	NULL	Sporulating	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1980	NULL	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	thermophila	tetrahymena	thermophila	Tetrahymena thermophila	species	5911	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1981	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	trichosporium	methylosinus	trichosporium	Methylosinus trichosporium	species	426	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:04
1982	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	bercovieri	yersinia	bercovieri	Yersinia bercovieri	species	349968	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1983	Eubacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis	universalis	methyloversatilis	universalis	Methyloversatilis universalis	species	1000565	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1984	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	blattae	tetrapisispora	blattae	Tetrapisispora blattae	species	1071379	Negative	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1985	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	enterocolitica	yersinia	enterocolitica	Yersinia enterocolitica	species	393305	Negative	Facultative anaerobe	NULL	Singles	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1986	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	bicuspidata	metschnikowia	bicuspidata	Metschnikowia bicuspidata	species	27322	NULL	Aerobe	NULL	Sporulating (ascospores)	fermenter	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1987	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	frederiksenii	yersinia	frederiksenii	Yersinia frederiksenii	species	29484	Negative	Facultative anaerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1988	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	guilliermondii	meyerozyma	guilliermondii	Meyerozyma guilliermondii	species	4929	NULL	Aerobe/facultative anaerobe	NULL	Sporulating	mixed	complex_carbs_fiber	2026-06-19 10:03:03	2026-06-19 10:03:04
1989	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	kristensenii	yersinia	kristensenii	Yersinia kristensenii	species	28152	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1990	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	kruisii	teunomyces	kruisii	Teunomyces kruisii	species	45561	NULL	Aerobe	NULL	Sporulating	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:04
1991	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	gubbeenense	microbacterium	gubbeenense	Microbacterium gubbeenense	species	1122237	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1992	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	yersinia	pestis	Yersinia pestis	species	632	Negative	Facultative anaerobe	NULL	Singles	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:05
1993	NULL	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	sake	teunomyces	sake	Teunomyces sake	species	NULL	NULL	Aerobe/facultative anaerobe	NULL	Sporulating	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:03
1994	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	oleivorans	microbacterium	oleivorans	Microbacterium oleivorans	species	1223528	Positive	Aerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1995	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	pseudotuberculosis	yersinia	pseudotuberculosis	Yersinia pseudotuberculosis	species	273123	Negative	Facultative anaerobe	NULL	Singles	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
1996	NULL	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	aromatica	thauera	aromatica	Thauera aromatica	species	44139	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
1997	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	paraoxydans	microbacterium	paraoxydans	Microbacterium paraoxydans	species	1151126	Positive	Aerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1998	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	rohdei	yersinia	rohdei	Yersinia rohdei	species	29485	Positive	Obligate anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
1999	NULL	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora	rosea	microbispora	rosea	Microbispora rosea	species	58118	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:03	2026-06-19 10:03:05
2000	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yokenella	regensburgei	yokenella	regensburgei	Yokenella regensburgei	species	1002368	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:03	2026-06-19 10:03:05
2001	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	lychnidis-dioicae	microbotryum	lychnidis-dioicae	Microbotryum lychnidis-dioicae	species	288795	NULL	Aerobe	NULL	Sporulating (basidiospores)/reproduction by budding	respirator	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
2002	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	parabailii	zygosaccharomyces	parabailii	Zygosaccharomyces parabailii	species	1365886	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	organic_unspecified	2026-06-19 10:03:03	2026-06-19 10:03:04
